,Country from our model,Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
123,Peru,PER,0.001942538,0.029964067,0.054642722,0.44806704,0.8030912,0.8022734,0.048035618,0.016757105,0.032541078,0.15314487,0.4644563,0.064511456,0.14202203,0.024389919,0.00079450366,0.00091737066,0.006296779,0.0011347586,0.00073148526,0.0008034862,0.002949034,0.006607088,0.041107688,0.05296181,0.061439533,0.07441539,0.026365247,0.011385032,0.013508389,0.02702885,0.03957897,0.016813442,0.01357506
124,Philippines,PHL,0.0012797121,0.00023839461,0.00032386972,0.0004009091,0.15856571,0.11460398,0.042106215,0.024458637,0.034062047,0.04422015,0.28935227,0.9828195,0.844909,0.028787354,0.014084754,0.0274184,0.038798306,0.048015047,0.02021102,0.035512503,0.03570842,0.03570842,0.03570842,0.034411203,0.018871691,0.0064656613,0.2281347,0.018676218,0.002047781,0.00068786036,0.0011985565,0.0010178816,0.0026728015
125,Poland,POL,0.020580936,0.0010995227,0.037897214,0.0034188416,0.034729835,0.062988155,0.09125155,0.0034705736,0.00495704,0.005991009,0.0074061123,0.0040325047,0.047585115,0.21487302,0.023182163,0.022069147,0.0031647438,0.006578332,0.029925982,0.003432679,0.0096470285,0.010474383,0.010474383,0.013148944,0.0024354255,0.001773682,0.001773682,0.001773682,0.0010861281,0.0010672229,0.0010672229,0.0012559785,0.0025178995
126,Portugal,PRT,0.03950028,0.010058421,0.0038933484,0.0056146374,0.003968046,0.06108767,0.037652247,0.06260039,0.034517653,0.016465303,0.00079398556,0.0003972029,0.00054567674,0.00026945732,0.00032586674,0.00032586674,0.07699444,0.05251534,0.004958764,0.0026602068,0.0026602068,0.0050082714,0.0050082714,0.0050082714,0.016382558,0.013473681,0.010382252,0.0011227358,0.0011227358,0.0011227358,0.001812293,0.00096117484,0.00096117484
127,Puerto Rico,PRI,0.0004901338,0.005638552,0.012037794,0.012037794,0.016129171,0.019179245,0.039078336,0.0021716768,0.0025892954,0.001511335,0.001511335,0.0023667624,0.0026284058,0.004499531,0.0019077947,0.0027646902,0.0016524956,0.0016524956,0.0016524956,0.01287358,0.011908191,0.001299584,0.001299584,0.00344622,0.00344622,0.0022562644,0.0022562644,0.0012911833,0.0012911833,0.0012911833,0.0008203975,0.026151102,0.024551153
128,Qatar,QAT,0.005699132,0.0032540981,0.024127526,0.04106302,0.014832297,0.010273668,0.014832297,0.04090492,0.113185644,0.009830292,0.029077899,0.015787555,0.010371269,0.013425677,0.006531092,0.00444982,0.010324469,0.03492574,0.0144489445,0.012498336,0.054288946,0.07066055,0.049686693,0.012473537,0.029787283,0.0061841304,0.009681991,0.010953124,0.016184047,0.014045185,0.014045185,0.014045185,0.014045185
129,Republic of the Congo,COG,0.006857868,0.004981556,0.00404498,0.0043994337,0.024886673,0.016602254,0.0084324395,0.047588304,0.022617105,0.7248271,0.7801992,0.33255357,0.055336583,0.16149397,0.1244152,0.2816402,0.11469549,0.2198975,0.049896404,0.027766393,0.032063533,0.013226966,0.012161036,0.050935563,0.05378154,0.053957213,0.027473845,0.032161254,0.028935686,0.06638995,0.06255361,0.06931651,0.037152782
130,Romania,ROU,0.19094047,0.20713863,0.41076663,0.5018066,0.26249284,0.1410292,0.5675658,0.6577385,0.16302046,0.6927313,0.3267107,0.25419405,0.25056028,0.29725194,0.20703253,0.057617366,0.022150734,0.09427643,0.91161495,0.8945824,0.95511585,0.9650087,0.9650087,0.9650087,0.7970666,0.65116894,0.03567704,0.3158376,0.11765505,0.81606674,0.85562235,0.7256286,0.9928322
131,Russia,RUS,0.034353334,0.017348785,0.04887645,0.016683413,0.019065684,0.056970675,0.7384974,0.110272594,0.0689116,0.015638715,0.015601755,0.025913443,0.020384263,0.017943686,0.0074250405,0.015883507,0.036036804,0.012365655,0.012510442,0.02692234,0.010218725,0.023870818,0.011192413,0.2604968,0.49988142,0.9856946,0.9862375,0.95181376,0.95181376,0.9635805,0.9908914,0.9918241,0.97775275
132,Rwanda,RWA,0.89917284,0.83034503,0.42488497,0.696628,0.5267035,0.58752877,0.2949781,0.12945937,0.49304742,0.78239983,0.52050245,0.5836018,0.75762665,0.42002684,0.8146373,0.8195676,0.0286258,0.014130841,0.007487183,0.026752,0.0029530888,0.0025280374,0.007932292,0.020380074,0.021254914,0.007760576,0.011783722,0.030572206,0.021944677,0.013075098,0.01343681,0.04231341,0.0037092597
133,Saint Lucia,LCA,0.008848965,0.009316546,0.024236744,0.024236744,0.03583648,0.03583648,0.04632861,0.00089962344,0.0010309553,0.0010309553,0.0017483383,0.0027397913,0.002191887,9.892409e-05,0.0001438434,0.00017806728,0.00017806728,0.00024525955,0.005936717,0.00088903744,0.0005309883,0.0005309883,0.0005309883,0.0005309883,0.010214452,0.013981272,0.010214452,0.00086976093,0.00086976093,0.00086976093,0.00086976093,0.0011869158,0.00042020954
134,Samoa,WSM,0.0049590487,0.012313109,0.020902393,0.037470527,0.0414001,0.04697196,0.0033104566,0.12364096,0.024191238,0.021016764,0.0042409264,0.00401844,0.004752306,0.0032574015,0.0023728453,0.2507547,0.2507547,0.015456846,0.008650894,0.011244036,0.010806867,0.009953701,0.009953701,0.0077527305,0.00092937035,0.00067656755,0.0009778389,0.0042614546,0.002951493,0.002951493,0.004039211,0.003499688,0.002951493
135,Saudi Arabia,SAU,0.022090282,0.15238847,0.008768587,0.09694002,0.105724975,0.021590251,0.027276926,0.011969791,0.017940316,0.017940316,0.020001572,0.020001572,0.015017598,0.013143482,0.007480995,0.009968396,0.0077443826,0.0077443826,0.012051236,0.0034248987,0.006454105,0.029635742,0.0300382,0.0300382,0.013188937,0.016639702,0.0064183674,0.0010727104,0.0009290569,0.0009290569,0.00059146393,0.00059146393,0.00059146393
136,Senegal,SEN,0.9787364,0.04635382,0.042792294,0.17322694,0.15785845,0.06774444,0.046277367,0.009650878,0.010709129,0.2123089,0.17195576,0.5579157,0.079701826,0.025656777,0.0084341625,0.010936626,0.0029150972,0.0017812167,0.009733204,0.00069221144,0.00064876635,0.026084993,0.01669026,0.002210669,0.00041064044,0.0006830345,0.0006969546,0.0014186895,0.0015639919,0.0016031296,0.018894173,0.010799533,0.014404098
137,Serbia,SRB,0.051201914,0.08534132,0.06706484,0.0071654473,0.004302206,0.0005943955,0.0054980177,0.44502485,0.8482096,0.847468,0.23161791,0.7658925,0.56770176,0.10849886,0.33111906,0.55962,0.16775364,0.2984421,0.013108792,0.054625567,0.11177121,0.01428803,0.01428803,0.008979511,0.014512538,0.017819822,0.06711885,0.05202651,0.46529716,0.04237284,0.36596963,0.41032296,0.25714
138,Seychelles,SYC,0.003122933,0.0059850314,0.006019329,0.0054143057,0.0053418926,0.005898236,0.032733373,0.0011510979,0.001664535,0.001664535,0.0019362597,0.0017416667,0.002477596,0.0046834536,0.017362261,0.03540048,0.00034841488,0.00013368782,0.0011717973,0.0050746123,0.002513244,0.0017670861,0.001452914,0.0006433569,0.0017600816,0.00030235216,0.0006922639,0.00045182914,0.00022243882,0.0009770534,0.00031569865,0.012788424,0.018209908
139,Sierra Leone,SLE,0.17408408,0.63527477,0.21130681,0.12682496,0.025518555,0.06683085,0.5428439,0.45857882,0.6456538,0.3423386,0.31847826,0.30121937,0.37826687,0.63390744,0.141602,0.42551968,0.22796479,0.09700275,0.030624678,0.13605037,0.02251805,0.0047569647,0.023092011,0.025606453,0.020350276,0.03925984,0.041299447,0.010193604,0.004455906,0.006461108,0.0204072,0.00407007,0.07654915
140,Singapore,SGP,0.12729341,0.13960099,0.020234648,0.0054340074,0.009503252,0.031106021,0.006843168,0.0029000787,0.0029000787,0.0029000787,0.0028835023,0.010380812,0.015161861,0.007213366,0.0061617866,0.0061617866,0.0061617866,0.0099285925,0.022469146,0.022469146,0.022343226,0.019064788,0.24135028,0.31171638,0.24135028,0.2869668,0.023347562,0.034084912,0.023347562,0.034084912,0.023751762,0.020633737,0.012931455
141,Slovakia,SVK,0.14103003,0.059856337,0.018318757,0.011765733,0.1778235,0.016618727,0.011104133,0.029724855,0.019703068,0.019814413,0.014048263,0.00031148383,0.0002697434,0.00048196962,0.00048196962,0.0024298597,0.0026949714,0.005137264,0.043564953,0.012184987,0.0058986107,0.0058986107,0.00048682332,0.008141461,0.00049013575,0.00071318884,0.00071318884,0.00071318884,0.00036698906,0.003966829,0.002686125,0.0018242222,0.0012833365
142,Slovenia,SVN,0.038139105,0.0694677,0.0008274836,0.0004908228,0.00012212835,0.00013233807,9.4591065e-05,0.00011135505,0.00019492276,0.00019492276,0.00024129673,0.00024129673,0.0023119838,0.00078959134,0.00078959134,0.000544529,0.0006040648,0.00041647622,0.0126241,0.0126241,0.010987891,0.010987891,0.0005193734,0.00037805413,0.0008661192,0.001633205,0.001633205,0.001633205,0.0011227358,0.0005146725,0.0033183265,0.0028748151,0.002159331
143,Somalia,SOM,0.80620164,0.2930582,0.2717634,0.32214737,0.24010885,0.058190614,0.844745,0.9349496,0.9349496,0.9349496,0.53343135,0.7764394,0.7764394,0.8231881,0.8231881,0.9958728,0.99619555,0.99619555,0.9864948,0.99781597,0.99904436,0.9304432,0.95562184,0.9164949,0.018574147,0.021471629,0.021471629,0.031424794,0.031424794,0.031424794,0.031424794,0.031424794,0.04477097
144,South Africa,ZAF,0.065511726,0.049049977,0.0014234302,0.0063457526,0.0048428928,0.007618585,0.0026763245,0.0012004714,0.002031071,0.015754195,0.0021596157,0.0122293,0.013549052,0.01777716,0.025301784,0.013691564,0.044556987,0.100585446,0.017005138,0.013317162,0.16939306,0.21719019,0.20005736,0.21719019,0.770999,0.72332203,0.8171904,0.87130237,0.21584477,0.56149554,0.50785303,0.9822114,0.6023039
145,South Korea,ZAF,0.005855759,0.009611277,0.009067201,0.002812626,0.0019452967,0.0019452967,0.0013445575,0.0013445575,0.0013445575,0.0013368605,0.0011440864,0.00034315605,0.00044797128,0.0016483801,0.005562487,0.010046519,0.011739847,0.011739847,0.007583616,0.0005488942,0.0012621208,0.010609584,0.02398945,0.027229564,0.017880397,0.034069277,0.013329042,0.013329042,0.013329042,0.013329042,0.020624151,0.0016783982,0.0014150868
146,Spain,ESP,0.0016663363,0.0033514379,0.0033393675,0.05739681,0.09088795,0.08043787,0.08043787,0.32901984,0.07521727,0.061560817,0.03265794,0.031281378,0.09494905,0.1259863,0.72161657,0.72161657,0.8559397,0.82181084,0.82181084,0.8858484,0.19263467,0.19263467,0.1636368,0.03740746,0.039814368,0.046457548,0.046457548,0.019941017,0.024636567,0.024636567,0.036622785,0.025306119,0.036351502
147,Sri Lanka,LKA,0.011977565,0.00045650234,0.17169979,0.19321387,0.11945685,0.19842352,0.018747285,0.15679345,0.33125848,0.20989297,0.20989297,0.16059653,0.1315042,0.26850092,0.14381723,0.11713368,0.10784851,0.12511253,0.09858223,0.19648983,0.33268806,0.19478066,0.18142666,0.030848164,0.011115878,0.005634279,0.005634279,0.021503495,0.021503495,0.09708327,0.14597109,0.12406831,0.12675968
148,Sudan,SDN,0.9973659,0.9978219,0.99650663,0.8175761,0.4566035,0.06479127,0.061214942,0.90073943,0.88494855,0.85636926,0.85636926,0.9658404,0.9735791,0.98156077,0.70325243,0.029776065,0.044858005,0.01605342,0.043586455,0.10025492,0.35737428,0.41001996,0.4753554,0.1817103,0.099548385,0.025335038,0.3282505,0.25179353,0.5435553,0.44993106,0.40419313,0.2415364,0.10107482
149,Suriname,SUR,0.002961978,0.0037921402,0.0028726647,0.028287403,0.045065522,0.07074098,0.03390369,0.06003688,0.04327627,0.013742715,0.0005465074,0.00177192,0.0022423163,0.00177192,0.0018385226,0.0030755352,0.0058025015,0.0028092915,0.004483459,0.006028697,0.15721458,0.12461005,0.059578244,0.0056480565,0.0032261393,0.0020074188,0.04843161,0.021407623,0.036565896,0.012790965,0.02565457,0.8588535,0.5522037
150,Swaziland,SWZ,0.12944856,0.43979022,0.098058574,0.021654535,0.017914752,0.008152712,0.0015000599,0.000413801,0.00085518125,0.00085518125,0.0008994344,0.00072158553,0.0011157225,0.00094759284,0.0007107543,0.00022301305,0.0015353222,0.0009918852,0.0058293394,0.0052575218,0.005437947,0.0031487544,0.1622406,0.1729793,0.4243726,0.48501578,0.44920775,0.31013486,0.18062754,0.17327407,0.13975878,0.0347299,0.024914686
151,Sweden,SWE,0.0075767,0.019973412,0.019662958,0.018814066,0.018814066,0.020829465,0.025092699,0.0035366118,0.0020479592,0.0014649628,0.0021134687,0.001909526,0.0014968708,0.0014968708,0.002966729,0.0036803181,0.003836261,0.0044274405,0.0044274405,0.004144836,0.005528664,0.003836261,0.003836261,0.003836261,0.0027004133,0.0027004133,0.0027004133,0.0028161686,0.0028161686,0.0028161686,0.00044729194,0.00044729194,0.00044729194
152,Switzerland,CHE,0.001823637,0.0009076111,0.002530537,0.0020996581,0.0020996581,0.0020996581,0.00075572066,0.0005501272,0.0005501272,0.0005501272,0.0007822303,0.0010445695,0.0010445695,0.002391045,0.002391045,0.0044580726,0.0029665795,0.0051774257,0.006015619,0.005974043,0.011180914,0.011180914,0.007771791,0.00090620434,0.0010957641,0.0010957641,0.0010957641,0.0015810928,0.0015810928,0.0015810928,0.0015810928,0.00075818837,0.00075818837
153,Syria,SYR,0.045486227,0.027241398,0.036482323,0.025550446,0.016901463,0.029136091,0.07399707,0.09153137,0.08494067,0.0061495025,0.12577714,0.016996229,0.019108372,0.024291158,0.021910872,0.033635575,0.20413147,0.3455346,0.6313771,0.6596482,0.13685839,0.23690578,0.8118884,0.9025015,0.9591089,0.9311733,0.95977443,0.100314036,0.015157469,0.02009377,0.028014446,0.02009377,0.029967962
154,Tajikistan,TJK,0.07051192,0.63602656,0.95020527,0.018992366,0.22970475,0.009176157,0.021723153,0.19798042,0.3055987,0.4347193,0.26766917,0.04018382,0.1157475,0.06867164,0.20816192,0.024759727,0.024864582,0.0045850673,0.0045290464,0.0010860297,0.0018080006,0.017860696,0.001561695,0.001561695,0.01923954,0.0037701784,0.0054697776,0.0041093808,0.005557412,0.0061668702,0.0061668702,0.005171554,0.01578399
155,Tanzania,TZA,0.1372397,0.5294239,0.7705135,0.72896314,0.1738427,0.29319853,0.07873024,0.04175555,0.03642613,0.088169664,0.0014558516,0.0014558516,0.0014558516,0.004827701,0.0039162408,0.0039162408,0.0033417316,0.0010409728,0.0021312635,0.002271707,0.0007091681,0.0008860843,0.0022930764,0.0022368385,0.036092393,0.036092393,0.032613453,0.061468303,0.012028649,0.079622544,0.04111547,0.033876598,0.0017429289
156,Thailand,THA,0.0023020282,0.036673777,0.96849436,0.5966304,0.1450079,0.06315256,0.056324694,0.02645787,0.15560877,0.019520685,0.019520685,0.010190929,0.014466299,0.003231305,0.0062099965,0.010732849,0.02596262,0.024120577,0.009706835,0.0067994217,0.016129624,0.01746881,0.008962969,0.017431218,0.012986481,0.020865006,0.14564982,0.29911792,0.64957404,0.8088825,0.9585904,0.91305065,0.81087404
157,Togo,TGO,0.004041097,0.0028310835,0.002608368,0.0007200666,0.0037074764,0.0068518394,0.008249433,0.011547101,0.15515405,0.013177349,0.045243327,0.0043599205,0.00088438427,0.0001564468,0.00074228924,0.0001640623,7.876176e-05,6.257412e-05,0.00048474324,0.0001897337,0.00021456486,0.0019284271,0.0026108664,0.0020069336,0.000993367,0.0040628477,0.008504871,6.943233e-05,8.083533e-05,0.000111157824,0.00013118231,0.0007738379,0.00038325434
158,Tonga,TON,0.00050327514,0.00016050664,0.00016687348,0.00022685945,0.00053949736,0.0022816977,0.0019619872,0.0002418735,0.0003922758,0.00089169363,0.00079740176,0.00069059146,0.007866778,0.010227303,0.0018403429,0.0016629621,0.10088759,0.038235493,0.0040499484,0.040834863,0.05838397,0.076739565,0.2124169,0.106428266,0.001058749,0.00080282916,0.004924064,0.0020566492,0.0020566492,0.006143668,0.006143668,0.0016564857,0.0028376833
159,Trinidad and Tobago,TTO,0.0066821827,0.0034676425,0.0022282095,0.0011319418,0.0011319418,0.001885602,0.0027185744,0.0055731824,0.006179124,0.0068399804,0.14215794,0.0017223179,0.0013333115,0.0013333115,0.0013333115,0.0014682267,0.04839119,0.01360019,0.055488933,0.016739037,0.015617009,0.0058424748,0.0042606452,0.012301805,0.010988803,0.010988803,0.012176335,0.02064989,0.37634236,0.53226614,0.2241499,0.015943883,0.029821977
160,Tunisia,TUN,0.08414026,0.06638782,0.13862742,0.15240325,0.081938505,0.15174052,0.010738972,0.4031472,0.7583656,0.6403061,0.518442,0.08280723,0.008981133,0.011231642,0.009292723,0.05880855,0.23997,0.22713958,0.78022677,0.93009883,0.95012933,0.19879563,0.015480964,0.011990448,0.0015672843,0.00095145445,0.0015802146,0.100345455,0.9465533,0.91191447,0.91191447,0.99135274,0.9939692
161,Turkey,TUR,0.0333833,0.008105254,0.022652417,0.017362244,0.0026327407,0.006486413,0.03843468,0.012136595,0.21934982,0.1275038,0.1275038,0.29191133,0.39116436,0.29329336,0.32154614,0.15893015,0.17679527,0.48017547,0.8803014,0.51715267,0.47009033,0.38159418,0.007238326,0.0063117715,0.0067313015,0.0053971005,0.023926603,0.017713137,0.015171469,0.014597132,0.022653349,0.17227766,0.5932199
162,Turkmenistan,TKM,0.00540937,0.0360774,0.58099747,0.5457656,0.10666749,0.28010392,0.012196494,0.002090206,0.001538498,0.02507762,0.036076754,0.067551814,0.067551814,0.11163998,0.0077024777,0.0048901998,0.017805733,0.053676166,0.07127102,0.22514617,0.3920648,0.3920648,0.894879,0.84934527,0.96812975,0.96812975,0.9952983,0.9980616,0.99840987,0.99840987,0.9996306,0.999046,0.9967456
163,Uganda,UGA,0.66924876,0.7076095,0.98163337,0.9834056,0.8591307,0.7201907,0.25599957,0.0133759305,0.0017166873,0.021656742,0.03169291,0.015438708,0.044009373,0.017454771,0.016882252,0.0111453375,0.0032759926,0.004820961,0.0073746582,0.024366999,0.004152504,0.031838644,0.0043108608,0.009560835,0.016261984,0.008139601,0.06512803,0.057619285,0.035971075,0.02155727,0.02155727,0.014672724,0.011797395
164,Ukraine,UKR,0.08984514,0.015296778,0.019533535,0.011895249,0.011992087,0.0055958387,0.47388768,0.78328574,0.7447883,0.9356061,0.8849141,0.33134165,0.9206008,0.47182104,0.6363113,0.5653595,0.022371273,0.016520994,0.01235136,0.0043216236,0.012924883,0.18049829,0.2915401,0.5520774,0.64685714,0.045199104,0.69792783,0.5948782,0.5539639,0.2997783,0.09270103,0.0014958676,0.0017166799
165,United Arab Emirates,ARE,0.0070897387,0.002550352,0.0043827402,0.0058664232,0.0058664232,0.0065497,0.005523489,0.008788978,0.0067211455,0.006071701,0.0066828756,0.0019898214,0.004791073,0.0023831304,0.014047154,0.013552322,0.35525826,0.4026703,0.036744066,0.025743505,0.015325621,0.014732122,0.007056234,0.001655776,0.0010775452,0.013037959,0.007158595,0.007158595,0.007158595,0.006137202,0.0053189443,0.0053189443,0.0053189443
166,United Kingdom,GBR,0.1330037,0.013709309,0.092187114,0.22149684,0.22149684,0.104725026,0.0023158158,0.0024140796,0.00338892,0.0020690735,0.0020690735,0.0029842034,0.0018495736,0.0038877106,0.0038877106,0.0026962596,0.032754697,0.04660791,0.04660791,0.04660791,0.04660791,0.026957026,0.096371815,0.13319258,0.06404097,0.047766987,0.06404097,0.16811079,0.16811079,0.16811079,0.08361017,0.030083427,0.032877747
167,Uruguay,URY,0.0020734142,0.0017321323,0.0103826,0.0103826,0.015147193,0.0023866165,0.0036032898,0.001289063,0.001289063,0.001289063,0.0018426216,0.0018426216,0.0018426216,0.0036246774,0.0036246774,0.0051186853,0.0017906672,0.0017906672,0.18944913,0.14029178,0.14029178,0.2715925,0.075738944,0.3522818,0.036515895,0.034304157,0.030987332,0.018821279,0.026126977,0.026126977,0.026126977,0.1159864,0.0877427
168,USA,URY,0.014022232,0.02405919,0.23831126,0.4914268,0.10410817,0.07506828,0.004763765,0.005497092,0.022774033,0.022774033,0.009468606,0.008879241,0.015890501,0.015890501,0.017869297,0.1856004,0.1856004,0.20534569,0.21261182,0.043159775,0.041380435,0.0034344117,0.0034344117,0.0031470442,0.0027869695,0.0032933252,0.0027021773,0.0027021773,0.0023838913,0.0023838913,0.029061446,0.039225034,0.024173489
169,Uzbekistan,UZB,0.0025683737,0.002007929,0.69763595,0.17034966,0.032548223,0.045196585,0.02333299,0.0073145092,0.010021899,0.009097615,0.021614218,0.033235945,0.026337782,0.012007515,0.010947421,0.02056443,0.0092224935,0.018221276,0.0027624627,0.025342835,0.011338059,0.0001654941,0.0017098018,0.013441995,0.0024022278,0.0034904943,0.008433285,0.08331492,0.6249088,0.97482944,0.9932774,0.99272037,0.9873789
170,Venezuela,VEN,0.005994088,0.010321497,0.007168046,0.007168046,0.0028150426,0.0014089864,0.7131266,0.022054277,0.0018868085,0.0027397182,0.0021918642,0.020956643,0.01105729,0.01590572,0.02680438,0.16651472,0.15195335,0.21891648,0.14426161,0.13476144,0.09381017,0.3095729,0.45883602,0.8633988,0.9808899,0.96907973,0.98911524,0.99534553,0.99739575,0.9789731,0.9030382,0.9544094,0.9132625
171,Vietnam,VNM,0.99806195,0.44187248,0.5003909,0.3341547,0.124275334,0.1542598,0.14101416,0.13699666,0.0857001,0.16178377,0.03585572,0.021138292,0.0047685737,0.003871428,0.00516369,0.007982273,0.01532667,0.03525778,0.02099891,0.04973064,0.101809695,0.09621256,0.111943334,0.032210514,0.10327168,0.47994724,0.21245222,0.17560588,0.080751374,0.10895748,0.45309666,0.3390825,0.33779538
172,Yemen,YEM,0.31915817,0.99535805,0.9086334,0.5027659,0.9700141,0.8450839,0.1579221,0.12506147,0.655,0.8769605,0.93263763,0.8951862,0.93278104,0.9653957,0.9093465,0.7181138,0.7371368,0.4154317,0.30554694,0.14941761,0.20341352,0.6902051,0.9589575,0.9854893,0.9853908,0.99168956,0.8501729,0.79891,0.76694316,0.7262024,0.009595453,0.014306712,0.020114709
173,Zambia,ZMB,0.28913257,0.031902146,0.22616217,0.02160056,0.016037859,0.0029091132,0.00045749778,0.00045235167,0.00046830846,0.0012846146,0.000810784,0.000810784,0.0042899004,0.0047013746,0.0068044662,0.0044045434,0.0032294316,0.00582068,0.01607748,0.02337631,0.027528962,0.054167792,0.054167792,0.009100366,0.007368549,0.009904192,0.085943185,0.06416757,0.013078988,0.017672876,0.009572551,0.048800405,0.048800405
174,Zimbabwe,ZWE,0.21063843,0.16261019,0.09963334,0.040939756,0.0035309903,0.0056703677,0.012357795,0.0020187208,0.0032643108,0.0015765902,0.0009418987,0.39696646,0.8100283,0.44327196,0.31289226,0.18473183,0.32808766,0.3713894,0.4406848,0.4718954,0.88375384,0.8250101,0.8756104,0.66624135,0.79119885,0.39528176,0.19145653,0.762218,0.32025242,0.3071383,0.9614026,0.62454414,0.59792477
