,Country from our model,Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022
60,Guinea,GGY,0.024370538,0.018165434,0.031637512,0.09336455,0.077350415,0.1066316,0.16909577,0.1831843,0.1831843,0.14605597,0.29964548,0.31337962,0.23224306,0.020740546,0.03096678,0.026927723,0.028667862,0.009056402,0.0060984553,0.015801288,0.05442055,0.17213297,0.124009565,0.0137189515,0.045009464,0.06581031,0.019241178,0.04237733,0.018763704,0.0012465875,0.00095855986,0.001690359,0.00026236812
61,Guinea-Bissau,GIN,0.6339176,0.18524246,0.4204478,0.35993847,0.35993847,0.4092028,0.4953732,0.97209024,0.97209024,0.6720838,0.4675782,0.23724641,0.034649204,0.21719249,0.101988114,0.016888142,0.007095518,0.0050274455,0.00854028,0.22479466,0.14555298,0.3742127,0.3700098,0.6974359,0.9617001,0.9792372,0.90129125,0.7177767,0.21182887,0.01780273,0.01780273,0.019297168,0.0077661895
62,Guyana,GUY,0.08041635,0.1669457,0.5225653,0.77714956,0.64007515,0.6813616,0.5268033,0.45308346,0.017889082,0.025599524,0.067518435,0.020279527,0.047569387,0.02827266,0.01513303,0.0025515289,0.00039041752,0.003856488,0.014510398,0.014510398,0.019339617,0.027491305,0.041507322,0.02578003,0.17418933,0.111488335,0.15914962,0.10195981,0.06188289,0.080066055,0.08783546,0.5407801,0.5407801
63,Haiti,HTI,0.5321823,0.7620781,0.5291699,0.0154592125,0.07429282,0.195857,0.93105114,0.9113127,0.045800116,0.06127805,0.07276833,0.8947565,0.95940745,0.9887111,0.99200964,0.7378047,0.7378047,0.5982832,0.9920964,0.99035627,0.92070794,0.6989701,0.77400464,0.8435393,0.895265,0.97233677,0.9846036,0.9862308,0.9916359,0.9458052,0.9654281,0.9148293,0.8268356
64,Honduras,HND,0.06918713,0.047070175,0.00056768325,0.00047526884,0.0004637544,0.0004637544,0.031978432,0.36740336,0.36740336,0.07573344,0.080747925,0.21872596,0.03924601,0.008711956,0.0011638508,0.0011746455,0.0004672748,0.0042019445,0.025264762,0.038103823,0.09952496,0.019164091,0.02302515,0.02302515,0.08971679,0.09529067,0.026743261,0.002736428,0.002080329,0.03483033,0.01770228,0.003571537,0.005105853
65,Hong Kong,HKG,0.44653913,0.011976785,0.009779294,0.0067559048,0.0067559048,0.0067559048,0.0030412483,0.008169351,0.0046765013,0.0027973705,0.0033787664,0.001720326,0.004247466,0.004247466,0.004247466,0.0070937746,0.0070937746,0.0070937746,0.0071343808,0.0071343808,0.0070937746,0.0058726943,0.07939952,0.06949637,0.06949637,0.15190175,0.096605875,0.06949637,0.09423053,0.008467305,0.006176747,0.006176747,0.0051694033
66,Hungary,HUN,0.39215365,0.70977837,0.05731601,0.026566343,0.24199797,0.087075315,0.06422384,0.06422384,0.22986926,0.19972959,0.11271118,0.17283502,0.21521004,0.087265424,0.004115423,0.004115423,0.004563594,0.06993417,0.052776713,0.082691826,0.03573796,0.06536889,0.06536889,0.010851852,0.005229216,0.0018595761,0.00093077624,0.00090872083,0.0008223374,0.0005822284,0.00045620173,0.00028495854,0.00029423923
67,Iceland,ISL,0.0015107106,0.0014974131,0.0015662236,0.0015662236,0.0015662236,0.0014655538,0.0005888593,0.0005133391,0.0020358912,0.0021416435,0.0010393502,0.0071458905,0.094477355,0.2915912,0.41344643,0.537958,0.4167859,0.4167859,0.41818386,0.6019618,0.6850842,0.6303704,0.58292997,0.5866596,0.51786315,0.33796048,0.33980146,0.10185857,0.0023215793,0.0023215793,0.0023215793,0.0020466072,0.03318859
68,India,IND,0.09318399,0.31689748,0.15220606,0.15220606,0.10796425,0.03297286,0.16543154,0.31562433,0.22765362,0.038169213,0.047757085,0.1990927,0.19527578,0.043035474,0.021518461,0.008034453,0.011732066,0.026666902,0.69326574,0.7958405,0.63643235,0.56503403,0.22125535,0.081926495,0.15191117,0.109000355,0.28392255,0.34823826,0.21458785,0.16190484,0.10238818,0.055645358,0.08862096
69,Indonesia,IDN,0.0040557785,0.00947562,0.018587163,0.046429783,0.06476886,0.031772014,0.30941418,0.2790964,0.25950575,0.05758316,0.036966186,0.014494702,0.033167794,0.034726538,0.083481334,0.030779332,0.0054291342,0.008597008,0.0035847658,0.0099577475,0.0035632097,0.004204501,0.0053480533,0.0061042816,0.0074452497,0.0052768267,0.0058651324,0.012458256,0.02392021,0.02220987,0.021029908,0.021666767,0.012059482
70,Iran,IRN,0.744162,0.5240906,0.9587299,0.97236425,0.95469433,0.7154231,0.46822226,0.9933721,0.9872937,0.97995764,0.97995764,0.9782497,0.983924,0.47229403,0.17591412,0.12135706,0.11788958,0.18782939,0.80933934,0.8883502,0.97074753,0.98935074,0.99352574,0.99783796,0.9980921,0.998292,0.998103,0.9977143,0.9984289,0.99973696,0.9989297,0.98791903,0.9833468
71,Iraq,IRQ,0.64976853,0.96921545,0.1481457,0.3053065,0.014096664,0.07900872,0.14807029,0.7507891,0.7507891,0.8099152,0.823018,0.65853286,0.9040974,0.9285713,0.1624574,0.9849508,0.9815097,0.989321,0.93732387,0.9274104,0.92831486,0.9488284,0.9656096,0.99145246,0.99228877,0.9913254,0.9830693,0.9619599,0.9753566,0.9880762,0.9863804,0.9553081,0.9553081
72,Ireland,IRL,0.00039279877,0.00039279877,0.00023524526,0.00023524526,0.00034482294,0.00018401901,0.00017246415,0.0017575877,0.0017575877,0.00040180955,0.00041666365,0.00022083784,0.0008187988,0.0005305778,0.00204808,0.026871163,0.00043623455,0.0006076333,0.017807668,0.024036225,0.0008776836,0.0037853369,0.0037853369,0.0048366687,0.0048366687,0.0048366687,0.008120786,0.005846736,0.005846736,0.006490585,0.003449966,0.003449966,0.003449966
73,Israel,ISR,0.0034723796,0.0013569077,0.012265358,0.0058039683,0.0058039683,0.00566408,0.014005056,0.010355635,0.011101442,0.011101442,0.01454656,0.003692125,0.0041401465,0.0032958384,0.0025524478,0.0018589647,0.008058084,0.001995551,0.013429676,0.0067499112,0.0040520397,0.0067499112,0.006039888,0.004730708,0.004450663,0.0014636464,0.00076949823,0.0010716971,0.000726274,0.0008391448,0.00137553,0.00068714423,0.00070698035
74,Italy,ITA,0.08082581,0.008133625,0.008001462,0.008001462,0.008001462,0.008001462,0.01049477,0.01049477,0.0062235543,0.0061479495,0.003173502,0.0023116737,0.0023116737,0.0052828346,0.0052828346,0.0052828346,0.0052828346,0.0028064076,0.034050867,0.012425417,0.0028064076,0.0028064076,0.0028064076,0.007028105,0.010357501,0.0052828346,0.030812927,0.12444553,0.062373508,0.062373508,0.067938425,0.32849714,0.04716146
75,Ivory Coast,ITA,0.017597323,0.12103896,0.55866045,0.34495416,0.23179767,0.1156113,0.14709665,0.004772737,0.0049112956,0.0056262193,0.11262624,0.5822081,0.9740422,0.65541106,0.3530647,0.14615206,0.8121997,0.86435217,0.45619258,0.8134884,0.6463974,0.1874193,0.93205947,0.9855628,0.98184115,0.22326925,0.17819892,0.36749828,0.019510353,0.018567437,0.013592503,0.013592503,0.013592503
76,Jamaica,JAM,0.0011191207,0.002244307,0.0020362902,0.002870166,0.011844233,0.011844233,0.00931928,0.0048883855,0.001463744,0.0017844484,0.0025777773,0.0023211618,0.0024761057,0.0027459043,0.0009049498,0.0008692916,0.0008692916,0.0012153486,0.59795856,0.59795856,0.6949632,0.39434108,0.26739854,0.33531865,0.117849015,0.06348738,0.06744927,0.0058313906,0.026605552,0.008783496,0.003461102,0.012391432,0.025306841
77,Japan,JPN,0.003566877,0.00095902296,0.0031458717,0.0031458717,0.004117116,0.004117116,0.0015895996,0.0015895996,0.0036360715,0.0036360715,0.0036360715,0.0036360715,0.0037787778,0.0062635867,0.0062635867,0.0062635867,0.0062635867,0.005528132,0.0012388156,0.0015961668,0.0015961668,0.0016889884,0.0016889884,0.0016889884,0.0016889884,0.010859655,0.0066262623,0.0066262623,0.001323156,0.001323156,0.0021355432,0.0033249962,0.0033249962
78,Jordan,JOR,0.501962,0.13678017,0.1609182,0.01468064,0.002724831,0.0045710993,0.011636782,0.00789882,0.0048145,0.004373387,0.003897569,0.006186918,0.009997096,0.0067944545,0.0040788488,0.0058776517,0.0021049308,0.002096598,0.0059980894,0.06201141,0.024828361,0.066759385,0.14694631,0.16530345,0.0074812076,0.003950672,0.0018433199,0.0022952873,0.0013247984,0.0017020953,0.00060646865,0.0008640099,0.0011863139
79,Kazakhstan,KAZ,0.0010797349,0.011241005,0.7419695,0.38942033,0.1978595,0.2618481,0.017896272,0.08612169,0.17904416,0.11736365,0.12106291,0.057571154,0.47563404,0.33883733,0.32932302,0.26071742,0.2296817,0.07980899,0.9168426,0.7234992,0.2261586,0.2261586,0.22515416,0.04832654,0.07621843,0.07054814,0.061786823,0.21605979,0.47007707,0.68176204,0.51624256,0.93106294,0.9829789
80,Kenya,KEN,0.008213196,0.008751529,0.039167587,0.3028861,0.13231203,0.06329003,0.0010298162,0.029775469,0.48434997,0.868437,0.9480052,0.40965042,0.2932686,0.26482114,0.10963247,0.1714238,0.19548517,0.17821293,0.8811887,0.8101717,0.6913434,0.568699,0.75146973,0.75146973,0.80757904,0.13167533,0.17830966,0.5441658,0.21235164,0.21402404,0.09082367,0.07318602,0.023849973
81,Kuwait,KWT,0.0088116545,0.007652766,0.3157765,0.31873938,0.3412972,0.3412972,0.1291331,0.046799894,0.028918078,0.028757079,0.011292625,0.004060016,0.0034350727,0.011846923,0.01342091,0.012878258,0.002989467,0.0020111727,0.00037954375,0.0017812304,0.0029219908,0.0014931336,0.0014931336,0.0017466273,0.0008308751,0.0010478427,0.0021822066,0.0017888193,0.001992194,0.0014507069,0.0014507069,0.005320625,0.005320625
82,Kyrgyzstan,KGZ,0.022465633,0.0636426,0.03870217,0.12693587,0.0041006557,0.0044746036,0.00033407594,0.003605629,0.003605629,0.004005485,0.012381964,0.06197671,0.5578992,0.7829749,0.7655098,0.9856564,0.07646868,0.14682326,0.9762374,0.94893926,0.96548426,0.96548426,0.81889546,0.55178165,0.11896429,0.0014859458,0.007543138,0.22624053,0.13569662,0.012966126,0.0071884464,0.0046531577,0.17062956
83,Laos,LAO,0.05100639,0.029327044,0.07370218,0.0048709824,0.0037855275,0.012386928,0.013899268,0.0038572133,0.014600741,0.0047049727,0.0067780153,0.005848325,0.009979885,0.007928791,0.0053553833,0.0066001527,0.0054788277,0.009498383,0.047012378,0.18767586,0.24260178,0.22853427,0.22853427,0.07276425,0.0787712,0.0787712,0.013486103,0.0064551816,0.040814538,0.121462986,0.22367479,0.3558798,0.37961033
84,Latvia,LVA,0.0893592,0.011934472,0.01104447,0.007912171,0.010918274,0.0013958832,0.0021414612,0.002766272,0.018690502,0.04067389,0.040450186,0.094535954,0.010785355,0.0026950096,0.00070040603,0.0018237274,0.0015668016,0.002355306,0.0021233694,0.0010175921,0.0004186931,0.0007444329,0.0072536417,0.00951616,0.0019157579,0.00032053443,0.00054250495,0.0006462892,0.0005597083,0.001509816,0.0012704228,0.00086238707,0.00086238707
85,Lebanon,LBN,0.8558927,0.58374995,0.6968056,0.84114915,0.65085304,0.0075125713,0.022259695,0.02932312,0.03417262,0.04217597,0.07317715,0.5461968,0.7447507,0.7447507,0.14914867,0.23853408,0.1289545,0.057892866,0.032892056,0.019916974,0.0073286807,0.0073286807,0.008187697,0.020203305,0.01244694,0.015323779,0.0066250293,0.004187192,0.004187192,0.24005651,0.22132589,0.5050549,0.5050549
86,Lesotho,LSO,0.002003789,0.0018832844,0.0007220432,0.0012917768,0.0024835782,0.0016369871,0.0027839786,0.0026192027,0.0020772754,0.01046008,0.006271617,0.008432985,0.0062280707,0.008419894,0.010136945,0.0069734277,0.009197204,0.0033778418,0.0074968664,0.009778666,0.0063628564,0.006717266,0.009900345,0.006134309,0.039075777,0.07574096,0.03337483,0.071623564,0.004875959,0.001412575,0.006135582,0.038364373,0.18738216
87,Liberia,LBR,0.032870326,0.024488796,0.005626532,0.005626532,0.005626532,0.003432767,0.003432767,0.016853256,0.013441401,0.97841144,0.9852964,0.81024224,0.9759872,0.988715,0.4828244,0.23768632,0.12083156,0.5663424,0.15890227,0.094108246,0.08956331,0.14392732,0.038340922,0.110156246,0.033666722,0.027685529,0.010378049,0.010734479,0.005889904,0.11780311,0.036758717,0.010784903,0.010908391
88,Libya,LBY,0.05178454,0.08096497,0.044080343,0.03990696,0.017699784,0.02183794,0.018405885,0.37441927,0.3990357,0.3990357,0.049650714,0.10711478,0.0050268373,0.0070946678,0.05918039,0.068108715,0.015962634,0.01516073,0.11345732,0.03872194,0.1303778,0.26115614,0.860041,0.99021554,0.9996495,0.99396473,0.99277216,0.98897517,0.99236465,0.99733967,0.99446326,0.97770464,0.97401494
89,Liechtenstein,LIE,0.0013336176,0.0010004549,0.0015181625,0.00091459544,0.00091459544,0.0013259831,0.0005685978,0.00025612485,0.00042935208,0.00042935208,0.00015460525,0.0085622845,0.008188231,0.014647913,0.008797439,0.002550289,0.0016623907,0.0065049874,0.018237336,0.010847619,0.011864781,0.016324662,0.004214393,0.0022399707,0.002947851,0.0018114884,0.0014261167,0.0031031617,0.011701807,0.0017815704,0.0017815704,0.0020460647,0.02448271
90,Lithuania,LTU,0.16957651,0.06318107,0.37337315,0.46201995,0.1621687,0.36765108,0.007513233,0.0013398584,0.0016260488,0.001117814,0.0013755293,0.0013755293,0.0019145181,0.0004980298,0.0004980298,0.0007341274,0.0007341274,0.0007341274,0.00049659156,0.0016088915,0.00044479014,0.00083903485,0.00083903485,0.00083903485,0.0007701871,0.0006451617,0.0025305154,0.0020191013,0.0023309062,0.0010844427,0.00084993895,0.0047402233,0.08430247
91,Luxembourg,LUX,0.00045908833,0.0015292619,0.0015995336,0.02611673,0.02611673,0.029481333,0.0020379722,0.0007828839,0.0009039566,0.0008943706,0.0008943706,0.00089952233,0.00065963,0.0008871293,0.0008871293,0.0012999586,0.0013574874,0.0014471083,0.0013835238,0.0032374694,0.0018923907,0.0018923907,0.0018923907,0.0018923907,0.0018923907,0.0018923907,0.0018923907,0.0018923907,0.0018923907,0.0018923907,0.0005254273,0.00073131203,0.004709539
92,Madagascar,MDG,0.043610614,0.13961118,0.17865883,0.070892096,0.070892096,0.051932678,0.00041636365,0.00043278717,0.00043278717,0.0013203858,0.0013725536,0.003621202,0.011043643,0.0009298698,0.0011448327,0.0012034727,0.0008977592,0.00025453494,0.00945476,0.9501857,0.103383645,0.018604029,0.01222395,0.03658275,0.06360186,0.0030376273,0.0010234358,0.0011223492,0.00056272413,0.0004040493,0.00038257995,0.00030734783,0.0009830765
93,Malawi,MWI,0.025605056,0.020268459,0.032907985,0.0199117,0.58403754,0.021014012,0.017992927,0.0013833111,0.0028612046,0.005359723,0.0025510895,0.003962511,0.0023205534,0.0037122578,0.009850391,0.041168407,0.01316421,0.010763563,0.02016014,0.024019945,0.14102513,0.19286281,0.0039385264,0.014405451,0.0039048786,0.009963791,0.06733853,0.0135950865,0.006201498,0.007810947,0.057210613,0.1156529,0.33386943
94,Malaysia,MYS,0.0056102998,0.0010847424,0.0002680649,0.0005315765,0.0018576132,0.043949403,0.02229908,0.0039427076,0.0039427076,0.0047727507,0.004745522,0.004312875,0.0010449497,0.0010449497,0.001185504,0.0036491842,0.0018545232,0.0009991731,0.0040862723,0.008709866,0.0018677074,0.006868063,0.0045988834,0.0045988834,0.003051506,0.0022121293,0.010919979,0.010116473,0.01008393,0.015403183,0.018165791,0.016044369,0.016570792
95,Maldives,MDV,0.00023884665,0.0007033632,0.0011065254,0.0012271263,0.005835732,0.07059977,0.10650114,0.023882166,0.023316773,0.015678735,0.0034911078,0.005039357,0.0058059525,0.0058059525,0.029471604,0.026840745,0.012655067,0.0046756784,0.12185985,0.8702201,0.8906527,0.9515211,0.9421312,0.8142506,0.48379296,0.07278329,0.065577194,0.01007733,0.00948998,0.41148868,0.71102303,0.34637803,0.26561633
96,Mali,MLI,0.43052503,0.15892074,0.18538246,0.35797068,0.24363652,0.018185157,0.04655628,0.0061409785,0.005267132,0.0065363664,0.014435167,0.0024131462,0.00035214456,0.0008267774,0.0008267774,0.0004295834,0.004116809,0.005138124,0.008677061,0.071615875,0.014820595,0.010397496,0.0385827,0.007839583,0.0010191479,0.0038928492,0.0028962395,0.009375037,0.0023134935,0.0037585585,0.09868213,0.016219655,0.0068250117
97,Malta,MLT,0.5186757,0.004604825,0.0024454459,0.00040642353,0.00040642353,0.00055514276,0.02165748,0.00051629887,0.00070379936,0.00031509937,0.00031509937,0.00023067139,0.0006517749,0.0006517749,0.00030328985,0.0025142962,0.00036425464,0.00010739779,0.0002505902,0.00022407662,0.00057419535,0.00047089733,0.00047089733,0.00047089733,0.00059611397,0.0009980339,0.0009980339,0.0006391628,0.0006391628,0.00060373155,0.0004992475,0.00060267193,0.0008738784
98,Mauritania,MRT,0.009243282,0.0031289228,0.025201915,0.040162113,0.12294428,0.0053425212,0.02658108,0.040133413,0.009173281,0.013984039,0.014528853,0.040041152,0.015802559,0.0012069748,0.00029536572,0.002598145,0.0054972717,0.0061879647,0.04772727,0.6596868,0.93619406,0.018460559,0.024289118,0.105623156,0.016878983,0.038517196,0.2210384,0.0349773,0.04436436,0.0072417813,0.0032293166,0.0016423949,0.035149083
99,Mauritius,MUS,0.0041484456,0.0006579649,0.0011231236,0.0011649028,0.0010427843,0.0010427843,0.0014047031,0.00012391385,0.00012391385,0.00012391385,0.00023576844,0.00026155464,0.0002922105,0.0002922105,0.00032181246,0.00032181246,0.0002219012,0.00032181246,0.046490245,0.042098746,0.04119918,0.032572985,0.14103834,0.14103834,0.0516857,0.044718944,0.036216777,0.0022399237,0.0022399237,0.0032455116,0.001344877,0.0006662739,0.0009152339
100,Mexico,MEX,0.049436707,0.08937449,0.21791439,0.44731513,0.59763336,0.76191187,0.35677683,0.9720282,0.6039766,0.7869055,0.38856202,0.075655535,0.58955705,0.60694116,0.55433875,0.5500373,0.6027837,0.47258607,0.298281,0.298281,0.14611657,0.19625576,0.26024455,0.032056052,0.018152656,0.017311301,0.00823907,0.019570097,0.025082536,0.04452662,0.04452662,0.018799504,0.036038212
101,Moldova,MDA,0.13023815,0.14243278,0.76702005,0.06892538,0.27806893,0.011975003,0.0086775115,0.002599224,0.002599224,0.0026734534,0.008764548,0.015667899,0.011525944,0.008162199,0.0026739645,0.0031075059,0.00536456,0.00536456,0.025653826,0.370484,0.9716716,0.9627801,0.93956107,0.81212294,0.1767619,0.11249227,0.29443577,0.2234322,0.25992808,0.46770412,0.16125797,0.26939222,0.150774
102,Monaco,MCO,0.0011710766,0.0060855057,0.0052740993,0.0036080896,0.0036080896,0.0031521884,0.0031521884,0.0031521884,0.0031521884,0.0031521884,0.0052404944,0.005347718,0.0011778281,0.005347718,0.005347718,0.00032650176,0.00028512787,0.00055593916,0.0043450836,0.017847419,0.03284845,0.03284845,0.007621885,0.03284845,0.007621885,0.019468596,0.012483132,0.012478795,0.014581098,0.007288836,0.007288836,0.027347999,0.05129237
103,Mongolia,MNG,0.4481677,0.2725283,0.0102251405,0.0005156784,0.3126076,0.0021731146,0.0049604233,0.0005839271,0.00017563568,0.00038197226,0.0005539174,7.052424e-05,8.730522e-05,0.00057968986,0.0012839156,0.0011261409,0.00066679413,0.0010125547,0.16256033,0.13848715,0.18672064,0.17128065,0.1678257,0.099983856,0.44757318,0.47122368,0.5694605,0.32657555,0.95388305,0.94926155,0.59879225,0.013160792,0.16194226
104,Montenegro,MNE,0.06165229,0.08434152,0.009980296,0.008502459,0.008502459,0.008502459,0.008502459,0.008502459,0.009980296,0.038399678,0.0044800807,0.001182905,0.001182905,0.0075173695,0.0410431,0.014489335,0.012976449,0.069428734,0.06962734,0.4731664,0.47173357,0.5173209,0.49059066,0.06933565,0.049459714,0.027879888,0.032467473,0.022217548,0.009197213,0.020722324,0.019161576,0.018492183,0.018492183
105,Morocco,MAR,0.40546143,0.0053327368,0.011037529,0.0122292945,0.54576474,0.0769446,0.036192756,0.34920886,0.17391,0.0911584,0.10974124,0.060217194,0.18993008,0.3948814,0.55098075,0.33636576,0.02434365,0.06901709,0.15247901,0.20103553,0.07036568,0.057068728,0.053619552,0.013896987,0.006669718,0.009814126,0.01086815,0.0043150405,0.006675413,0.006697506,0.0054081976,0.0037470558,0.0037470558
106,Mozambique,MOZ,0.13241449,0.022683466,0.53436095,0.20235638,0.47002786,0.78850925,0.8038287,0.09256376,0.060600728,0.019083047,0.0160558,0.026399273,0.02757773,0.034191094,0.0070429863,0.005817706,0.015319074,0.017041491,0.5067303,0.28667894,0.37485483,0.40271273,0.507277,0.507277,0.5811278,0.65268064,0.7282966,0.9756286,0.3562073,0.18157619,0.058774896,0.041077834,0.060186855
107,Namibia,NAM,0.005511879,0.0010390423,0.003315574,0.017604694,0.008878951,0.0006221941,0.0011689529,0.00019414225,0.00036782966,0.00042474165,0.001025063,0.0024789423,0.001192872,0.0017714924,0.0036521656,0.0058635594,0.00086751505,0.0011483768,0.00558322,0.14812571,0.19361663,0.00878074,0.008654396,0.008256107,0.0095921,0.0047134566,0.0047134566,0.0059600826,0.0024736125,0.0020746111,0.0036231328,0.0049321405,0.0066149323
108,Nepal,NPL,0.97619814,0.74844474,0.91090906,0.9322333,0.92352945,0.86216664,0.9672867,0.8620022,0.7603347,0.28114352,0.20128939,0.05222766,0.02004526,0.14246956,0.23087081,0.5910449,0.74956787,0.8144569,0.7389861,0.76384383,0.70908576,0.08838639,0.06745943,0.07852173,0.091052175,0.10776089,0.22668591,0.22454791,0.3477658,0.5772103,0.6023224,0.2690121,0.19598256
109,Netherlands,NLD,0.0003469164,0.00077683653,0.00077683653,0.00077683653,0.00067277846,0.00047660244,0.00047660244,0.00067277846,0.00089844345,0.0015038971,0.0014708281,0.0014708281,0.0015384188,0.0021499568,0.0025925683,0.0018882054,0.0018882054,0.0014931578,0.0013521462,0.0053990567,0.0053990567,0.0053990567,0.0053990567,0.0053990567,0.0053990567,0.007198602,0.0041282615,0.0041282615,0.0038379196,0.0057649594,0.0030938645,0.0012482669,0.0015786258
110,New Zealand,NZL,0.0013309364,0.0012041201,0.002421408,0.03503481,0.035840724,0.0012280447,0.0014930306,0.0035691843,0.009195085,0.01351388,0.0072787474,0.0012834149,0.0017940345,0.003862712,0.0025252227,0.004005274,0.002716888,0.0033140585,0.015567029,0.024416894,0.058016356,0.032912213,0.29308537,0.007454848,0.012548158,0.012548158,0.012548158,0.010383589,0.010383589,0.010383589,0.0041914964,0.009004301,0.007456824
111,Nicaragua,NIC,0.26490384,0.8084409,0.44912574,0.5231145,0.5231145,0.39784136,0.44528532,0.00825861,0.003203575,0.00075626996,0.001811266,0.0027144793,0.0021195717,0.003968917,0.009736982,0.0066963295,0.0047039813,0.0054281554,0.0025207107,0.003630525,0.0005166567,0.0015222194,0.0061226655,0.024712028,0.054630395,0.20171526,0.1831066,0.25470895,0.079652496,0.023969434,0.40796098,0.124822974,0.46080375
112,Niger,NIC,0.5708761,0.044786613,0.07523363,0.1527857,0.110047124,0.10350287,0.0656031,0.14608188,0.0054235933,0.0040591196,0.0038783022,0.024898965,0.0073147584,0.018066298,0.0029740469,0.0018201025,0.0020612432,0.0019838468,0.006139192,0.0073150564,0.007827912,0.010154985,0.11397315,0.057602376,0.14580525,0.10384295,0.10401632,0.094382755,0.025078181,0.037833914,0.026049001,0.028556298,0.022351868
113,Nigeria,NER,0.10232466,0.07740662,0.07555346,0.02833756,0.006516199,0.50288343,0.14785765,0.11613558,0.021934005,0.062384415,0.08419695,0.818965,0.58394,0.47388697,0.4539062,0.5005338,0.83539677,0.85039675,0.9445935,0.017779483,0.24007025,0.8563217,0.87784106,0.97723365,0.95275116,0.95275116,0.9668103,0.96314937,0.9576866,0.8725109,0.91830826,0.98382217,0.98382217
114,North Korea,NIU,0.9950808,0.6529977,0.95202583,0.94591886,0.92404824,0.91869384,0.79054177,0.6780845,0.63596845,0.63596845,0.54633284,0.8438233,0.8438233,0.8438233,0.8438233,0.5619149,0.5619149,0.61233157,0.06652418,0.06652418,0.09104656,0.09104656,0.118380114,0.28640285,0.33693063,0.09053737,0.28269458,0.46629408,0.46629408,0.03941671,0.20224349,0.41402817,0.45734572
115,North Macedonia,NIU,0.0010797349,0.12949626,0.033891913,0.01375057,0.011995002,0.0005383272,0.00050631945,0.007320314,0.011101804,0.008138073,0.025364669,0.0006064854,0.010201237,0.007063608,0.0067530223,0.013636515,0.006641163,0.0008816628,0.0042523695,0.0056355293,0.0015871208,0.0026839746,0.027805727,0.0036444163,0.0010044096,0.002522853,0.0031264606,0.0023247204,0.0045033772,0.0060276515,0.0060276515,0.009437181,0.009437181
116,Norway,NOR,0.007693219,0.008527676,0.0055593494,0.000884091,0.0009499287,0.00025454612,0.0011076096,0.00033405365,0.00033405365,0.0024619517,0.0029260416,0.0011519399,0.0009976873,0.0009976873,0.0012382499,0.0018624222,0.001310225,0.0022838665,0.0022838665,0.0022838665,0.0022838665,0.0035556348,0.0035556348,0.0035556348,0.0035556348,0.0062027443,0.0020813113,0.0038816158,0.001336166,0.001336166,0.001336166,0.001336166,0.0010564931
117,Oman,OMN,0.14637911,0.072914295,0.07279754,0.11626095,0.120764546,0.1201555,0.02338308,0.0048833615,0.0048833615,0.0045796386,0.00055121235,0.00079928,0.003492442,0.00087366527,0.0006765885,0.0006214624,0.0006786052,0.00061386905,0.0026573604,0.23820429,0.2012009,0.26227453,0.32000566,0.39599448,0.05391697,0.0037356652,0.0041594543,0.0028445378,0.001413515,0.0036548267,0.0036548267,0.0027635281,0.0027635281
118,Pakistan,PAK,0.00784307,0.006926423,0.07943903,0.24662228,0.20357616,0.022322189,0.2012919,0.5025527,0.42848825,0.33619088,0.33619088,0.7668794,0.94936866,0.9173817,0.6556737,0.62273014,0.7639532,0.8786774,0.88840765,0.6153715,0.7152942,0.5537011,0.72743183,0.8888071,0.8888071,0.69098127,0.6950949,0.7347257,0.66447,0.08020761,0.08020761,0.042089622,0.059153635
119,Palestine,PSE,0.3722549,0.5851007,0.52304095,0.5322537,0.30797637,0.14665982,0.032932367,0.023401624,0.03833366,0.025792453,0.020531235,0.0962053,0.22023211,0.006044622,0.008144749,0.0069638947,0.03124168,0.022123722,0.0047418703,0.012382146,0.0045975875,0.0005451376,0.0016958291,0.0016958291,0.004156058,0.006048921,0.012318759,0.016120426,0.016203342,0.011717065,0.0065315347,0.0029086482,0.006543836
120,Panama,PAN,0.0041996827,0.0004877253,0.0019026607,0.00068627537,0.00022379991,0.0005897077,0.0007836942,0.00080332963,0.00080332963,0.0040448243,0.0040448243,0.0040448243,0.006724648,0.002454335,0.00060851016,0.000702635,0.0010187795,0.003049499,0.031342767,0.001532623,0.0024354348,0.0024354348,0.005110608,0.005110608,0.0024354348,0.0024354348,0.0007925342,0.0027155033,0.018335966,0.0014763711,0.0008958542,0.00048226787,0.00048226787
121,Papua New Guinea,PNG,0.002907878,0.013166348,0.0024710125,0.0042118304,0.0013989267,0.001747616,0.0025181018,0.005932582,0.0043908916,0.0029145966,0.00096747343,0.0034724574,0.0032552767,0.002863031,0.000116337265,0.00042454508,0.0010893107,0.0021956782,0.025671737,0.013934138,0.58547944,0.50424755,0.54350597,0.69555634,0.55327743,0.026014118,0.028814455,0.018952983,0.013679669,0.010636542,0.0063713514,0.0023428402,0.007076492
122,Paraguay,PRY,0.0044537084,0.00033762646,0.0006250089,0.0011582474,0.0013180784,0.0013180784,0.006820252,0.01659955,0.023772072,0.018863464,0.009707761,0.2540469,0.29535505,0.29535505,0.4739559,0.64008546,0.760439,0.74122673,0.81870955,0.92407453,0.26057512,0.0955351,0.0955351,0.7362324,0.6289889,0.14371507,0.12316959,0.084289886,0.05590176,0.07277514,0.002143181,0.0036120191,0.0025853037
